sakinys,stilius,struktūra,veiksmažodžio_kategorija,daiktavardžio_kategorija
tėtis ne valgyti obuolys,telegrafinis,VEK+ne+valgyti+OBJ,valgyti,maistas
tėtis ne valgyti sumuštinis,telegrafinis,VEK+ne+valgyti+OBJ,valgyti,maistas
tėtis ne gerti vanduo,telegrafinis,VEK+ne+gerti+OBJ,gerti,gėrimai
tėtis ne gerti sultys,telegrafinis,VEK+ne+gerti+OBJ,gerti,gėrimai
tėtis ne eiti mokykla,telegrafinis,VEK+ne+eiti+VIT,eiti,vietos
tėtis ne eiti parduotuvė,telegrafinis,VEK+ne+eiti+VIT,eiti,vietos
tėtis ne eiti kiemas,telegrafinis,VEK+ne+eiti+VIT,eiti,vietos
tėtis ne eiti namai,telegrafinis,VEK+ne+eiti+VIT,eiti,vietos
draugas ne valgyti obuolys,telegrafinis,VEK+ne+valgyti+OBJ,valgyti,maistas
draugas ne valgyti sumuštinis,telegrafinis,VEK+ne+valgyti+OBJ,valgyti,maistas
draugas ne gerti vanduo,telegrafinis,VEK+ne+gerti+OBJ,gerti,gėrimai
draugas ne gerti sultys,telegrafinis,VEK+ne+gerti+OBJ,gerti,gėrimai
draugas ne eiti mokykla,telegrafinis,VEK+ne+eiti+VIT,eiti,vietos
draugas ne eiti parduotuvė,telegrafinis,VEK+ne+eiti+VIT,eiti,vietos
draugas ne eiti kiemas,telegrafinis,VEK+ne+eiti+VIT,eiti,vietos
draugas ne eiti namai,telegrafinis,VEK+ne+eiti+VIT,eiti,vietos
mokytoja ne valgyti obuolys,telegrafinis,VEK+ne+valgyti+OBJ,valgyti,maistas
mokytoja ne valgyti sumuštinis,telegrafinis,VEK+ne+valgyti+OBJ,valgyti,maistas
mokytoja ne gerti vanduo,telegrafinis,VEK+ne+gerti+OBJ,gerti,gėrimai
mokytoja ne gerti sultys,telegrafinis,VEK+ne+gerti+OBJ,gerti,gėrimai
mokytoja ne eiti mokykla,telegrafinis,VEK+ne+eiti+VIT,eiti,vietos
mokytoja ne eiti parduotuvė,telegrafinis,VEK+ne+eiti+VIT,eiti,vietos
mokytoja ne eiti kiemas,telegrafinis,VEK+ne+eiti+VIT,eiti,vietos
mokytoja ne eiti namai,telegrafinis,VEK+ne+eiti+VIT,eiti,vietos
šuo norėti valgyti obuolys,telegrafinis,GYV+norėti+valgyti+OBJ,norėti,maistas
šuo norėti valgyti sumuštinis,telegrafinis,GYV+norėti+valgyti+OBJ,norėti,maistas
šuo norėti gerti vanduo,telegrafinis,GYV+norėti+gerti+vanduo,norėti,gėrimai
šuo norėti žaisti kamuolys,telegrafinis,GYV+norėti+žaisti+OBJ,norėti,objektai
šuo norėti žaisti žaislas,telegrafinis,GYV+norėti+žaisti+OBJ,norėti,objektai
šuo eiti kiemas žaisti,telegrafinis,GYV+eiti+VIT+VKS,eiti,vietos
šuo eiti namai valgyti,telegrafinis,GYV+eiti+VIT+VKS,eiti,vietos
šuo eiti namai žaisti,telegrafinis,GYV+eiti+VIT+VKS,eiti,vietos
šuo eiti namai miegoti,telegrafinis,GYV+eiti+VIT+VKS,eiti,vietos
šuo eiti virtuvė valgyti,telegrafinis,GYV+eiti+VIT+VKS,eiti,kambariai
šuo eiti svetainė valgyti,telegrafinis,GYV+eiti+VIT+VKS,eiti,kambariai
šuo eiti svetainė žaisti,telegrafinis,GYV+eiti+VIT+VKS,eiti,kambariai
šuo eiti svetainė miegoti,telegrafinis,GYV+eiti+VIT+VKS,eiti,kambariai
katė norėti valgyti obuolys,telegrafinis,GYV+norėti+valgyti+OBJ,norėti,maistas
katė norėti valgyti sumuštinis,telegrafinis,GYV+norėti+valgyti+OBJ,norėti,maistas
katė norėti gerti vanduo,telegrafinis,GYV+norėti+gerti+vanduo,norėti,gėrimai
katė norėti žaisti kamuolys,telegrafinis,GYV+norėti+žaisti+OBJ,norėti,objektai
katė norėti žaisti žaislas,telegrafinis,GYV+norėti+žaisti+OBJ,norėti,objektai
katė eiti kiemas žaisti,telegrafinis,GYV+eiti+VIT+VKS,eiti,vietos
katė eiti namai valgyti,telegrafinis,GYV+eiti+VIT+VKS,eiti,vietos
katė eiti namai žaisti,telegrafinis,GYV+eiti+VIT+VKS,eiti,vietos
katė eiti namai miegoti,telegrafinis,GYV+eiti+VIT+VKS,eiti,vietos
katė eiti virtuvė valgyti,telegrafinis,GYV+eiti+VIT+VKS,eiti,kambariai
katė eiti svetainė valgyti,telegrafinis,GYV+eiti+VIT+VKS,eiti,kambariai
katė eiti svetainė žaisti,telegrafinis,GYV+eiti+VIT+VKS,eiti,kambariai
katė eiti svetainė miegoti,telegrafinis,GYV+eiti+VIT+VKS,eiti,kambariai
aš ne eiti,telegrafinis,VEK+ne+VKS,eiti,
aš ne norėti,telegrafinis,VEK+ne+VKS,norėti,
aš ne duoti,telegrafinis,VEK+ne+VKS,duoti,
aš ne laikyti,telegrafinis,VEK+ne+VKS,laikyti,
aš ne žaisti,telegrafinis,VEK+ne+VKS,žaisti,
aš ne piešti,telegrafinis,VEK+ne+VKS,piešti,
aš ne žiūrėti,telegrafinis,VEK+ne+VKS,žiūrėti,
aš ne skaityti,telegrafinis,VEK+ne+VKS,skaityti,
aš ne laukti,telegrafinis,VEK+ne+VKS,laukti,
aš ne kalbėti,telegrafinis,VEK+ne+VKS,kalbėti,
aš ne valgyti,telegrafinis,VEK+ne+VKS,valgyti,
aš ne gerti,telegrafinis,VEK+ne+VKS,gerti,
aš ne miegoti,telegrafinis,VEK+ne+VKS,miegoti,
tu ne eiti,telegrafinis,VEK+ne+VKS,eiti,
tu ne norėti,telegrafinis,VEK+ne+VKS,norėti,
tu ne duoti,telegrafinis,VEK+ne+VKS,duoti,
tu ne laikyti,telegrafinis,VEK+ne+VKS,laikyti,
tu ne žaisti,telegrafinis,VEK+ne+VKS,žaisti,
tu ne piešti,telegrafinis,VEK+ne+VKS,piešti,
tu ne žiūrėti,telegrafinis,VEK+ne+VKS,žiūrėti,
tu ne skaityti,telegrafinis,VEK+ne+VKS,skaityti,
tu ne laukti,telegrafinis,VEK+ne+VKS,laukti,
tu ne kalbėti,telegrafinis,VEK+ne+VKS,kalbėti,
tu ne valgyti,telegrafinis,VEK+ne+VKS,valgyti,
tu ne gerti,telegrafinis,VEK+ne+VKS,gerti,
tu ne miegoti,telegrafinis,VEK+ne+VKS,miegoti,
jis ne eiti,telegrafinis,VEK+ne+VKS,eiti,
jis ne norėti,telegrafinis,VEK+ne+VKS,norėti,
jis ne duoti,telegrafinis,VEK+ne+VKS,duoti,
jis ne laikyti,telegrafinis,VEK+ne+VKS,laikyti,
jis ne žaisti,telegrafinis,VEK+ne+VKS,žaisti,
jis ne piešti,telegrafinis,VEK+ne+VKS,piešti,
jis ne žiūrėti,telegrafinis,VEK+ne+VKS,žiūrėti,
jis ne skaityti,telegrafinis,VEK+ne+VKS,skaityti,
jis ne laukti,telegrafinis,VEK+ne+VKS,laukti,
jis ne kalbėti,telegrafinis,VEK+ne+VKS,kalbėti,
jis ne valgyti,telegrafinis,VEK+ne+VKS,valgyti,
jis ne gerti,telegrafinis,VEK+ne+VKS,gerti,
jis ne miegoti,telegrafinis,VEK+ne+VKS,miegoti,
ji ne eiti,telegrafinis,VEK+ne+VKS,eiti,
ji ne norėti,telegrafinis,VEK+ne+VKS,norėti,
ji ne duoti,telegrafinis,VEK+ne+VKS,duoti,
ji ne laikyti,telegrafinis,VEK+ne+VKS,laikyti,
ji ne žaisti,telegrafinis,VEK+ne+VKS,žaisti,
ji ne piešti,telegrafinis,VEK+ne+VKS,piešti,
ji ne žiūrėti,telegrafinis,VEK+ne+VKS,žiūrėti,
ji ne skaityti,telegrafinis,VEK+ne+VKS,skaityti,
ji ne laukti,telegrafinis,VEK+ne+VKS,laukti,
ji ne kalbėti,telegrafinis,VEK+ne+VKS,kalbėti,
ji ne valgyti,telegrafinis,VEK+ne+VKS,valgyti,
ji ne gerti,telegrafinis,VEK+ne+VKS,gerti,
ji ne miegoti,telegrafinis,VEK+ne+VKS,miegoti,
mama ne eiti,telegrafinis,VEK+ne+VKS,eiti,
mama ne norėti,telegrafinis,VEK+ne+VKS,norėti,
mama ne duoti,telegrafinis,VEK+ne+VKS,duoti,
mama ne laikyti,telegrafinis,VEK+ne+VKS,laikyti,
mama ne žaisti,telegrafinis,VEK+ne+VKS,žaisti,
mama ne piešti,telegrafinis,VEK+ne+VKS,piešti,
mama ne žiūrėti,telegrafinis,VEK+ne+VKS,žiūrėti,
mama ne skaityti,telegrafinis,VEK+ne+VKS,skaityti,
mama ne laukti,telegrafinis,VEK+ne+VKS,laukti,
mama ne kalbėti,telegrafinis,VEK+ne+VKS,kalbėti,
mama ne valgyti,telegrafinis,VEK+ne+VKS,valgyti,
mama ne gerti,telegrafinis,VEK+ne+VKS,gerti,
mama ne miegoti,telegrafinis,VEK+ne+VKS,miegoti,
tėtis ne eiti,telegrafinis,VEK+ne+VKS,eiti,
tėtis ne norėti,telegrafinis,VEK+ne+VKS,norėti,
tėtis ne duoti,telegrafinis,VEK+ne+VKS,duoti,
tėtis ne laikyti,telegrafinis,VEK+ne+VKS,laikyti,
tėtis ne žaisti,telegrafinis,VEK+ne+VKS,žaisti,
tėtis ne piešti,telegrafinis,VEK+ne+VKS,piešti,
tėtis ne žiūrėti,telegrafinis,VEK+ne+VKS,žiūrėti,
tėtis ne skaityti,telegrafinis,VEK+ne+VKS,skaityti,
tėtis ne laukti,telegrafinis,VEK+ne+VKS,laukti,
tėtis ne kalbėti,telegrafinis,VEK+ne+VKS,kalbėti,
tėtis ne valgyti,telegrafinis,VEK+ne+VKS,valgyti,
tėtis ne gerti,telegrafinis,VEK+ne+VKS,gerti,
tėtis ne miegoti,telegrafinis,VEK+ne+VKS,miegoti,
draugas ne eiti,telegrafinis,VEK+ne+VKS,eiti,
draugas ne norėti,telegrafinis,VEK+ne+VKS,norėti,
draugas ne duoti,telegrafinis,VEK+ne+VKS,duoti,
draugas ne laikyti,telegrafinis,VEK+ne+VKS,laikyti,
draugas ne žaisti,telegrafinis,VEK+ne+VKS,žaisti,
draugas ne piešti,telegrafinis,VEK+ne+VKS,piešti,
draugas ne žiūrėti,telegrafinis,VEK+ne+VKS,žiūrėti,
draugas ne skaityti,telegrafinis,VEK+ne+VKS,skaityti,
draugas ne laukti,telegrafinis,VEK+ne+VKS,laukti,
draugas ne kalbėti,telegrafinis,VEK+ne+VKS,kalbėti,
draugas ne valgyti,telegrafinis,VEK+ne+VKS,valgyti,
draugas ne gerti,telegrafinis,VEK+ne+VKS,gerti,
draugas ne miegoti,telegrafinis,VEK+ne+VKS,miegoti,
mokytoja ne eiti,telegrafinis,VEK+ne+VKS,eiti,
mokytoja ne norėti,telegrafinis,VEK+ne+VKS,norėti,
mokytoja ne duoti,telegrafinis,VEK+ne+VKS,duoti,
mokytoja ne laikyti,telegrafinis,VEK+ne+VKS,laikyti,
mokytoja ne žaisti,telegrafinis,VEK+ne+VKS,žaisti,
mokytoja ne piešti,telegrafinis,VEK+ne+VKS,piešti,
mokytoja ne žiūrėti,telegrafinis,VEK+ne+VKS,žiūrėti,
mokytoja ne skaityti,telegrafinis,VEK+ne+VKS,skaityti,
mokytoja ne laukti,telegrafinis,VEK+ne+VKS,laukti,
mokytoja ne kalbėti,telegrafinis,VEK+ne+VKS,kalbėti,
mokytoja ne valgyti,telegrafinis,VEK+ne+VKS,valgyti,
mokytoja ne gerti,telegrafinis,VEK+ne+VKS,gerti,
mokytoja ne miegoti,telegrafinis,VEK+ne+VKS,miegoti,
aš ne eiti virtuvė,telegrafinis,VEK+ne+eiti+VIT,eiti,kambariai
aš ne eiti svetainė,telegrafinis,VEK+ne+eiti+VIT,eiti,kambariai
aš ne eiti tualetas,telegrafinis,VEK+ne+eiti+VIT,eiti,kambariai
tu ne eiti virtuvė,telegrafinis,VEK+ne+eiti+VIT,eiti,kambariai
tu ne eiti svetainė,telegrafinis,VEK+ne+eiti+VIT,eiti,kambariai
tu ne eiti tualetas,telegrafinis,VEK+ne+eiti+VIT,eiti,kambariai
jis ne eiti virtuvė,telegrafinis,VEK+ne+eiti+VIT,eiti,kambariai
jis ne eiti svetainė,telegrafinis,VEK+ne+eiti+VIT,eiti,kambariai
jis ne eiti tualetas,telegrafinis,VEK+ne+eiti+VIT,eiti,kambariai
ji ne eiti virtuvė,telegrafinis,VEK+ne+eiti+VIT,eiti,kambariai
ji ne eiti svetainė,telegrafinis,VEK+ne+eiti+VIT,eiti,kambariai
ji ne eiti tualetas,telegrafinis,VEK+ne+eiti+VIT,eiti,kambariai
mama ne eiti virtuvė,telegrafinis,VEK+ne+eiti+VIT,eiti,kambariai
mama ne eiti svetainė,telegrafinis,VEK+ne+eiti+VIT,eiti,kambariai
mama ne eiti tualetas,telegrafinis,VEK+ne+eiti+VIT,eiti,kambariai
tėtis ne eiti virtuvė,telegrafinis,VEK+ne+eiti+VIT,eiti,kambariai
tėtis ne eiti svetainė,telegrafinis,VEK+ne+eiti+VIT,eiti,kambariai
tėtis ne eiti tualetas,telegrafinis,VEK+ne+eiti+VIT,eiti,kambariai
draugas ne eiti virtuvė,telegrafinis,VEK+ne+eiti+VIT,eiti,kambariai
draugas ne eiti svetainė,telegrafinis,VEK+ne+eiti+VIT,eiti,kambariai
draugas ne eiti tualetas,telegrafinis,VEK+ne+eiti+VIT,eiti,kambariai
mokytoja ne eiti virtuvė,telegrafinis,VEK+ne+eiti+VIT,eiti,kambariai
mokytoja ne eiti svetainė,telegrafinis,VEK+ne+eiti+VIT,eiti,kambariai
mokytoja ne eiti tualetas,telegrafinis,VEK+ne+eiti+VIT,eiti,kambariai
aš ne žaisti kamuolys,telegrafinis,VEK+ne+žaisti+OBJ,žaisti,objektai
aš ne žaisti žaislas,telegrafinis,VEK+ne+žaisti+OBJ,žaisti,objektai
aš ne žaisti telefonas,telegrafinis,VEK+ne+žaisti+OBJ,žaisti,objektai
tu ne žaisti kamuolys,telegrafinis,VEK+ne+žaisti+OBJ,žaisti,objektai
tu ne žaisti žaislas,telegrafinis,VEK+ne+žaisti+OBJ,žaisti,objektai
tu ne žaisti telefonas,telegrafinis,VEK+ne+žaisti+OBJ,žaisti,objektai
jis ne žaisti kamuolys,telegrafinis,VEK+ne+žaisti+OBJ,žaisti,objektai
jis ne žaisti žaislas,telegrafinis,VEK+ne+žaisti+OBJ,žaisti,objektai
jis ne žaisti telefonas,telegrafinis,VEK+ne+žaisti+OBJ,žaisti,objektai
ji ne žaisti kamuolys,telegrafinis,VEK+ne+žaisti+OBJ,žaisti,objektai
ji ne žaisti žaislas,telegrafinis,VEK+ne+žaisti+OBJ,žaisti,objektai
ji ne žaisti telefonas,telegrafinis,VEK+ne+žaisti+OBJ,žaisti,objektai
mama ne žaisti kamuolys,telegrafinis,VEK+ne+žaisti+OBJ,žaisti,objektai
mama ne žaisti žaislas,telegrafinis,VEK+ne+žaisti+OBJ,žaisti,objektai
mama ne žaisti telefonas,telegrafinis,VEK+ne+žaisti+OBJ,žaisti,objektai
tėtis ne žaisti kamuolys,telegrafinis,VEK+ne+žaisti+OBJ,žaisti,objektai
tėtis ne žaisti žaislas,telegrafinis,VEK+ne+žaisti+OBJ,žaisti,objektai
tėtis ne žaisti telefonas,telegrafinis,VEK+ne+žaisti+OBJ,žaisti,objektai
draugas ne žaisti kamuolys,telegrafinis,VEK+ne+žaisti+OBJ,žaisti,objektai
draugas ne žaisti žaislas,telegrafinis,VEK+ne+žaisti+OBJ,žaisti,objektai
draugas ne žaisti telefonas,telegrafinis,VEK+ne+žaisti+OBJ,žaisti,objektai
mokytoja ne žaisti kamuolys,telegrafinis,VEK+ne+žaisti+OBJ,žaisti,objektai
mokytoja ne žaisti žaislas,telegrafinis,VEK+ne+žaisti+OBJ,žaisti,objektai
mokytoja ne žaisti telefonas,telegrafinis,VEK+ne+žaisti+OBJ,žaisti,objektai
aš ne norėti obuolys,telegrafinis,VEK+ne+norėti+OBJ,norėti,maistas
aš ne norėti sumuštinis,telegrafinis,VEK+ne+norėti+OBJ,norėti,maistas
aš ne norėti vanduo,telegrafinis,VEK+ne+norėti+OBJ,norėti,gėrimai
aš ne norėti sultys,telegrafinis,VEK+ne+norėti+OBJ,norėti,gėrimai
tu ne norėti obuolys,telegrafinis,VEK+ne+norėti+OBJ,norėti,maistas
tu ne norėti sumuštinis,telegrafinis,VEK+ne+norėti+OBJ,norėti,maistas
tu ne norėti vanduo,telegrafinis,VEK+ne+norėti+OBJ,norėti,gėrimai
tu ne norėti sultys,telegrafinis,VEK+ne+norėti+OBJ,norėti,gėrimai
jis ne norėti obuolys,telegrafinis,VEK+ne+norėti+OBJ,norėti,maistas
jis ne norėti sumuštinis,telegrafinis,VEK+ne+norėti+OBJ,norėti,maistas
jis ne norėti vanduo,telegrafinis,VEK+ne+norėti+OBJ,norėti,gėrimai
jis ne norėti sultys,telegrafinis,VEK+ne+norėti+OBJ,norėti,gėrimai
ji ne norėti obuolys,telegrafinis,VEK+ne+norėti+OBJ,norėti,maistas
ji ne norėti sumuštinis,telegrafinis,VEK+ne+norėti+OBJ,norėti,maistas
ji ne norėti vanduo,telegrafinis,VEK+ne+norėti+OBJ,norėti,gėrimai
ji ne norėti sultys,telegrafinis,VEK+ne+norėti+OBJ,norėti,gėrimai
mama ne norėti obuolys,telegrafinis,VEK+ne+norėti+OBJ,norėti,maistas
mama ne norėti sumuštinis,telegrafinis,VEK+ne+norėti+OBJ,norėti,maistas
mama ne norėti vanduo,telegrafinis,VEK+ne+norėti+OBJ,norėti,gėrimai
mama ne norėti sultys,telegrafinis,VEK+ne+norėti+OBJ,norėti,gėrimai
tėtis ne norėti obuolys,telegrafinis,VEK+ne+norėti+OBJ,norėti,maistas
tėtis ne norėti sumuštinis,telegrafinis,VEK+ne+norėti+OBJ,norėti,maistas
tėtis ne norėti vanduo,telegrafinis,VEK+ne+norėti+OBJ,norėti,gėrimai
tėtis ne norėti sultys,telegrafinis,VEK+ne+norėti+OBJ,norėti,gėrimai
draugas ne norėti obuolys,telegrafinis,VEK+ne+norėti+OBJ,norėti,maistas
draugas ne norėti sumuštinis,telegrafinis,VEK+ne+norėti+OBJ,norėti,maistas
draugas ne norėti vanduo,telegrafinis,VEK+ne+norėti+OBJ,norėti,gėrimai
draugas ne norėti sultys,telegrafinis,VEK+ne+norėti+OBJ,norėti,gėrimai
mokytoja ne norėti obuolys,telegrafinis,VEK+ne+norėti+OBJ,norėti,maistas
mokytoja ne norėti sumuštinis,telegrafinis,VEK+ne+norėti+OBJ,norėti,maistas
mokytoja ne norėti vanduo,telegrafinis,VEK+ne+norėti+OBJ,norėti,gėrimai
mokytoja ne norėti sultys,telegrafinis,VEK+ne+norėti+OBJ,norėti,gėrimai
